Rk,Player,Ind,From,To,Tm,Lg,MPG,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
476,Lonnie Walker,walkelo01,2019,2020,SAS,NBA,12.6,70,4,885,7.2,17.0,5.3,12.5,1.8,4.6,2.5,3.4,1.1,6.1,7.2,3.0,1.9,0.9,1.9,4.2,18.7,.422,.428,.405,.476,.730,.505
477,Nicolas Claxton,claxtni01,2020,2020,BRK,NBA,12.5,15,0,187,6.9,12.2,6.6,10.4,0.3,1.8,2.8,5.3,4.8,6.3,11.2,4.1,0.3,2.0,2.3,3.6,16.7,.563,.634,.143,.573,.524,.577
478,Gary Clark,clarkga01,2019,2020,TOT,NBA,12.4,86,3,1066,4.0,11.5,0.9,1.3,3.1,10.2,0.7,0.7,2.3,6.8,9.1,1.5,1.1,1.8,0.5,3.5,11.8,.349,.679,.308,.486,.938,.502
479,Bonzie Colson,colsobo01,2019,2019,MIL,NBA,12.3,8,2,98,6.2,18.5,3.8,8.5,2.4,10.0,3.8,4.3,3.8,10.4,14.2,1.4,2.4,0.5,1.4,1.4,18.5,.333,.444,.238,.397,.889,.454
480,Jalen Jones,jonesja04,2018,2019,TOT,NBA,12.3,32,0,395,6.6,16.4,4.0,9.6,2.5,6.8,3.9,5.8,3.0,6.0,9.1,1.4,1.8,0.4,1.9,6.2,19.5,.400,.421,.370,.477,.674,.516
481,Nickeil Alexander-Walker,alexani01,2020,2020,NOP,NBA,12.2,41,0,501,7.1,20.9,3.4,10.1,3.7,10.8,1.6,2.6,0.7,6.6,7.4,6.8,1.0,0.6,3.7,4.2,19.5,.339,.336,.342,.427,.607,.441
482,D.J. Wilson,wilsodj01,2018,2020,MIL,NBA,12.2,101,3,1233,5.8,13.9,3.4,6.8,2.3,7.0,1.2,2.2,2.1,9.2,11.3,2.9,0.9,1.0,1.9,4.4,15.1,.416,.503,.332,.500,.569,.510
483,Deyonta Davis,davisde01,2017,2019,TOT,NBA,12.1,107,6,1299,7.8,13.0,7.8,12.9,0.0,0.0,2.1,3.3,4.1,9.3,13.4,1.8,0.8,2.4,1.7,6.9,17.6,.599,.601,.000,.599,.635,.611
484,Cheick Diallo,diallch01,2017,2020,TOT,NBA,12.1,177,3,2143,8.7,14.5,8.7,14.4,0.0,0.1,3.2,4.2,3.8,12.6,16.4,1.7,1.2,1.6,2.5,5.9,20.7,.598,.601,.333,.600,.770,.631
485,Jerome Robinson,robinje01,2019,2020,TOT,NBA,12.1,88,4,1068,5.2,14.4,3.1,7.3,2.2,7.1,1.1,1.7,0.5,5.9,6.5,3.7,1.5,0.7,2.1,5.7,13.8,.365,.424,.304,.440,.684,.457
486,Rawle Alkins,alkinra01,2019,2019,CHI,NBA,12.0,10,1,120,5.3,15.8,4.0,10.9,1.2,4.8,3.2,4.8,4.4,6.1,10.5,5.3,0.4,0.0,3.2,2.8,15.0,.333,.370,.250,.372,.667,.418
487,Jordan Bell,belljo01,2018,2020,TOT,NBA,12.0,154,16,1853,6.4,11.4,6.3,11.0,0.1,0.5,1.9,3.0,3.7,8.4,12.1,5.0,1.5,3.0,2.9,4.9,14.9,.563,.577,.222,.568,.638,.584
488,Donta Hall,halldo01,2020,2020,DET,NBA,12.0,4,0,48,1.0,4.1,1.0,4.1,0.0,0.0,4.1,6.1,6.1,9.2,15.4,2.0,1.0,1.0,2.0,9.2,6.1,.250,.250,,.250,.667,.452
489,Luka Šamanić,samanlu01,2020,2020,SAS,NBA,12.0,1,0,12,0.0,16.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,.000,.000,.000,.000,,.000
490,Nassir Little,littlna01,2020,2020,POR,NBA,11.9,48,5,573,5.4,12.6,4.2,7.7,1.2,4.9,2.3,3.7,2.6,6.4,9.0,1.8,1.1,1.2,1.2,6.0,14.3,.430,.554,.237,.477,.636,.505
491,Salah Mejri,mejrisa01,2016,2019,DAL,NBA,11.9,204,22,2430,5.8,9.7,5.6,8.8,0.3,0.9,2.5,4.3,5.4,11.5,16.9,2.0,1.5,4.0,2.6,8.0,14.5,.603,.634,.293,.616,.590,.625
492,Lorenzo Brown,brownlo01,2014,2019,TOT,NBA,11.5,103,7,1185,5.1,14.1,4.4,9.7,0.8,4.4,1.2,1.7,1.2,5.1,6.3,7.7,2.6,0.6,3.1,4.2,12.2,.364,.453,.170,.391,.707,.411
493,Edmond Sumner,sumneed01,2018,2020,IND,NBA,11.4,49,4,557,6.1,15.4,4.6,9.7,1.5,5.7,2.2,3.4,1.7,3.8,5.4,4.3,2.4,1.1,2.5,5.4,15.9,.398,.477,.262,.446,.641,.471
494,Marko Guduric,gudurma01,2020,2020,MEM,NBA,11.3,42,0,476,6.0,15.1,3.5,7.2,2.5,7.9,2.3,2.5,1.4,5.6,7.0,4.4,1.2,0.8,3.5,3.3,16.7,.396,.493,.309,.477,.920,.515
495,Ty Jerome,jeromty01,2020,2020,PHO,NBA,11.3,28,0,315,5.6,15.9,3.6,8.9,2.0,7.1,1.7,2.1,0.9,5.3,6.2,6.5,2.1,0.5,2.7,4.2,14.7,.349,.407,.277,.410,.786,.437
496,Theo Pinson,pinsoth01,2019,2020,BRK,NBA,11.3,51,0,576,5.8,18.8,3.5,8.4,2.2,10.4,2.8,3.1,1.2,6.3,7.4,6.4,1.9,0.3,4.2,4.1,16.6,.307,.422,.214,.366,.895,.411
497,Isaac Humphries,humphis01,2019,2019,ATL,NBA,11.2,5,1,56,5.0,17.3,2.5,8.3,2.5,9.1,0.0,0.0,3.3,5.8,9.1,0.0,0.8,0.0,0.0,5.8,12.4,.286,.300,.273,.357,,.357
498,Tyler Cavanaugh,cavanty01,2018,2019,TOT,NBA,11.1,50,1,557,6.1,14.2,3.2,6.0,2.9,8.2,1.7,2.0,4.2,7.6,11.8,2.5,0.8,0.4,1.3,5.6,16.8,.432,.544,.351,.534,.826,.558
499,John Konchar,konchjo01,2020,2020,MEM,NBA,11.1,15,0,167,6.4,9.8,5.3,7.3,1.1,2.5,0.3,0.6,5.0,7.8,12.9,5.9,2.0,0.8,1.7,2.0,14.3,.657,.731,.444,.714,.500,.711
500,Romeo Langford,langfro01,2020,2020,BOS,NBA,11.0,27,1,298,3.9,10.4,3.1,6.7,0.8,3.7,2.6,3.7,2.3,2.9,5.2,1.0,1.3,1.0,1.5,4.7,11.2,.375,.463,.217,.414,.696,.465
501,Zhaire Smith,smithzh01,2019,2020,PHI,NBA,11.0,13,2,143,5.6,15.0,3.7,8.6,2.0,6.3,2.7,4.0,1.0,4.0,5.0,4.0,1.7,0.7,2.7,4.0,16.0,.378,.423,.316,.444,.667,.477
502,Robert Williams,williro04,2019,2020,BOS,NBA,11.0,55,3,606,6.2,9.0,6.2,9.0,0.0,0.0,1.8,3.2,4.9,10.2,15.1,2.3,2.3,5.4,2.4,6.1,14.3,.690,.690,,.690,.575,.685
503,Alex Poythress,poythal01,2017,2019,TOT,NBA,10.9,52,2,566,6.4,13.5,4.8,9.1,1.6,4.5,2.2,3.3,3.9,6.3,10.2,2.0,0.8,1.1,1.5,6.5,16.5,.472,.528,.358,.531,.667,.553
504,Admiral Schofield,schofad01,2020,2020,WAS,NBA,10.9,27,2,293,4.8,11.9,2.5,4.5,2.2,7.5,1.4,2.1,1.0,4.5,5.4,2.2,1.3,0.5,1.1,6.5,13.2,.400,.571,.298,.493,.692,.514
505,Eric Moreland,moreler01,2015,2019,TOT,NBA,10.8,83,3,898,4.0,7.5,4.0,7.5,0.1,0.1,0.7,1.8,4.9,12.3,17.2,4.6,1.8,3.1,2.8,7.2,8.9,.537,.533,1.000,.540,.394,.531
506,Ryan Broekhoff,broekry01,2019,2020,DAL,NBA,10.7,59,1,633,6.1,14.2,1.6,3.1,4.4,11.0,1.7,2.1,1.0,7.1,8.1,2.5,0.8,0.6,1.7,3.8,18.2,.427,.512,.403,.584,.815,.604
507,Sindarius Thornwell,thornsi01,2018,2019,LAC,NBA,10.7,137,18,1469,3.8,9.3,3.0,6.8,0.9,2.5,2.8,4.0,1.2,4.8,6.1,2.8,2.0,1.1,2.4,5.5,11.3,.415,.442,.342,.461,.689,.512
508,Chris Boucher,bouchch01,2018,2020,TOT,NBA,10.6,84,0,888,8.2,18.1,6.1,10.8,2.2,7.4,5.1,6.3,5.9,10.2,16.1,1.3,1.4,4.1,1.6,7.3,23.7,.454,.565,.292,.513,.805,.567
509,Ray Spalding,spaldra01,2019,2019,TOT,NBA,10.6,14,3,148,8.1,15.2,8.1,14.2,0.0,1.0,1.3,3.9,4.8,10.6,15.5,1.6,2.9,2.6,2.9,7.4,17.4,.532,.568,.000,.532,.333,.516
510,Jacob Evans,evansja02,2019,2020,TOT,NBA,10.5,59,2,622,4.8,14.4,3.5,10.2,1.3,4.1,1.9,2.3,1.2,3.9,5.1,4.1,1.2,1.2,2.8,5.3,12.9,.337,.346,.315,.382,.833,.420
511,Wade Baldwin,baldwwa01,2017,2019,TOT,NBA,10.3,56,1,579,5.3,14.9,4.5,11.7,0.8,3.2,4.0,5.1,1.2,4.9,6.1,6.9,1.9,0.9,5.0,5.6,15.4,.355,.383,.250,.382,.776,.447
512,Zylan Cheatham,cheatzy01,2020,2020,NOP,NBA,10.3,3,0,31,3.0,7.5,3.0,6.0,0.0,1.5,0.0,0.0,1.5,7.5,8.9,3.0,0.0,1.5,4.5,7.5,6.0,.400,.500,.000,.400,,.400
513,Deng Adel,adelde01,2019,2019,CLE,NBA,10.2,19,3,194,2.8,9.2,1.3,3.3,1.5,5.9,1.0,1.0,0.8,4.1,4.9,1.3,0.3,1.0,1.5,3.3,8.2,.306,.385,.261,.389,1.000,.424
514,Keldon Johnson,johnske04,2020,2020,SAS,NBA,10.2,9,0,92,8.4,16.2,7.3,13.6,1.0,2.6,3.7,5.2,2.6,6.3,8.9,3.1,2.6,0.5,1.6,4.7,21.4,.516,.538,.400,.548,.700,.579
515,Adam Mokoka,mokokad01,2020,2020,CHI,NBA,10.2,11,0,112,5.2,12.0,2.6,5.6,2.6,6.5,0.9,1.7,3.0,1.3,4.3,1.7,1.7,0.0,0.9,7.3,13.8,.429,.462,.400,.536,.500,.538
516,Chris Chiozza,chiozch01,2019,2020,TOT,NBA,10.1,28,0,282,5.7,14.6,2.3,6.9,3.4,7.7,0.3,0.3,1.2,5.4,6.5,8.7,2.7,0.5,3.0,4.2,15.1,.391,.341,.435,.506,1.000,.512
517,Džanan Musa,musadz01,2019,2020,BRK,NBA,10.1,44,0,443,6.3,17.2,4.6,9.2,1.7,8.0,3.5,4.9,2.1,6.0,8.1,3.5,1.6,0.1,3.5,2.8,17.9,.366,.500,.213,.416,.717,.461
518,Jaylen Nowell,nowelja01,2020,2020,MIN,NBA,10.1,15,0,151,5.8,16.3,4.9,8.3,0.9,8.0,4.9,5.2,0.9,3.1,4.0,5.8,0.9,0.3,0.9,3.4,17.5,.358,.593,.115,.387,.941,.471
519,PJ Dozier,doziepj01,2018,2020,TOT,NBA,9.9,29,0,288,7.7,19.5,6.1,13.3,1.5,6.1,1.4,2.2,1.9,6.3,8.2,5.8,1.5,0.9,2.0,5.1,18.3,.395,.462,.250,.434,.615,.447
520,Alen Smailagić,smailal01,2020,2020,GSW,NBA,9.9,14,0,139,6.9,13.8,5.9,9.3,1.0,4.5,5.5,6.5,3.4,5.9,9.3,4.5,1.0,1.4,3.8,4.8,20.3,.500,.630,.231,.538,.842,.610
521,Jarrod Uthoff,uthofja01,2017,2020,TOT,NBA,9.9,13,0,129,6.8,17.9,5.6,12.8,1.2,5.2,2.8,3.6,3.6,5.6,9.2,3.6,1.2,1.6,1.2,3.6,17.5,.378,.438,.231,.411,.778,.449
522,Dusty Hannahs,hannadu01,2019,2020,MEM,NBA,9.8,4,0,39,8.7,26.2,6.2,16.2,2.5,10.0,5.0,5.0,0.0,2.5,2.5,6.2,1.2,0.0,1.2,2.5,25.0,.333,.385,.250,.381,1.000,.439
523,Josh Magette,magetjo01,2018,2020,TOT,NBA,9.8,26,0,254,3.8,11.7,2.1,6.7,1.7,5.0,1.7,1.9,0.6,4.2,4.8,11.9,2.1,0.4,2.7,3.8,11.2,.328,.314,.346,.402,.900,.443
524,Tony Bradley,bradlto01,2018,2020,UTA,NBA,9.7,62,2,600,9.3,14.8,9.2,14.6,0.1,0.2,2.4,3.6,8.4,11.3,19.7,1.5,1.1,2.2,2.1,8.5,21.0,.626,.628,.500,.629,.659,.641
525,Brandon Goodwin,goodwbr01,2019,2020,TOT,NBA,9.7,50,1,487,7.9,20.5,5.2,11.6,2.7,9.0,3.6,3.9,1.2,6.1,7.2,6.3,1.2,0.4,3.1,4.8,22.0,.385,.450,.301,.451,.902,.496
526,Boban Marjanović,marjabo01,2016,2020,TOT,NBA,9.7,223,19,2156,11.7,20.2,11.5,19.6,0.2,0.6,7.9,10.2,7.0,13.2,20.2,2.7,1.2,1.8,3.6,6.1,31.3,.577,.585,.320,.582,.772,.635
527,Matt Thomas,thomama02,2020,2020,TOR,NBA,9.7,33,0,321,8.0,16.5,2.8,5.4,5.2,11.1,1.0,1.5,1.0,6.1,7.1,2.5,1.2,0.0,1.8,4.6,22.3,.486,.528,.467,.644,.700,.650
528,Mitch Creek,creekmi01,2019,2019,TOT,NBA,9.6,5,0,48,7.9,15.9,7.9,13.9,0.0,2.0,5.0,7.0,6.0,6.0,11.9,6.0,2.0,0.0,1.0,3.0,20.9,.500,.571,.000,.500,.714,.550
529,Isaiah Hartenstein,harteis01,2019,2020,HOU,NBA,9.5,51,2,487,6.3,10.6,6.1,9.5,0.2,1.1,2.9,4.1,4.9,8.5,13.4,3.2,1.6,2.3,2.8,9.5,15.6,.593,.639,.182,.602,.714,.633
530,Georges Niang,niangge01,2017,2020,TOT,NBA,9.5,149,0,1413,7.5,16.9,3.4,6.4,4.2,10.5,1.4,1.7,1.0,6.7,7.6,2.7,1.0,0.4,2.0,4.4,20.6,.444,.524,.395,.567,.840,.583
531,James Nunnally,nunnaja01,2014,2019,TOT,NBA,9.5,28,0,267,4.9,14.6,2.0,5.5,2.9,9.1,1.8,2.4,0.2,4.2,4.4,2.7,1.3,0.4,1.5,3.8,14.6,.338,.367,.320,.438,.769,.467
532,Javonte Green,greenja02,2020,2020,BOS,NBA,9.4,44,1,414,5.7,11.4,5.0,8.8,0.7,2.7,2.7,4.2,2.1,7.2,9.3,2.7,2.7,0.8,2.1,4.3,14.8,.500,.573,.261,.531,.639,.558
533,Derrick Walton,waltode01,2018,2020,TOT,NBA,9.4,42,1,395,3.2,7.8,1.1,2.8,2.1,5.0,1.6,1.8,0.5,3.4,3.9,5.3,1.7,0.4,0.9,3.4,10.0,.406,.391,.415,.539,.867,.581
534,Daniel Hamilton,hamilda02,2018,2019,TOT,NBA,9.3,25,3,232,5.6,14.3,3.6,8.6,2.0,5.6,0.6,1.2,2.0,8.4,10.4,6.0,1.4,0.2,3.6,4.2,13.9,.394,.419,.357,.465,.500,.468
535,Davon Reed,reedda01,2018,2019,TOT,NBA,9.3,31,1,289,4.5,14.6,2.3,7.6,2.2,7.0,1.3,2.0,0.7,6.8,7.5,2.7,1.8,0.3,1.8,3.3,12.5,.307,.304,.310,.381,.667,.402
536,Henry Ellenson,ellenhe01,2017,2020,TOT,NBA,9.2,81,2,749,7.6,20.6,4.6,11.5,3.1,9.0,3.2,4.1,1.6,11.1,12.8,2.9,0.9,0.2,2.7,3.7,21.6,.372,.394,.343,.447,.774,.482
537,Carsen Edwards,edwarca01,2020,2020,BOS,NBA,9.0,35,0,316,5.7,17.3,2.4,6.9,3.2,10.4,1.7,2.0,0.9,5.7,6.6,3.4,1.5,0.5,2.3,5.1,16.2,.327,.356,.309,.420,.846,.446
538,Norvel Pelle,pelleno01,2020,2020,PHI,NBA,8.9,20,0,178,4.9,9.6,4.9,9.6,0.0,0.0,1.6,3.3,4.4,12.0,16.4,1.9,0.3,6.8,3.5,10.6,11.5,.514,.514,,.514,.500,.521
539,Malachi Richardson,richama01,2017,2019,TOT,NBA,8.9,70,4,625,5.4,15.0,3.1,7.5,2.2,7.5,2.9,3.7,0.8,4.8,5.6,1.9,1.3,0.2,2.1,5.1,15.9,.358,.415,.301,.433,.783,.478
540,Tremont Waters,watertr01,2020,2020,BOS,NBA,8.9,10,0,89,6.5,19.0,4.9,9.8,1.6,9.2,3.3,3.3,0.0,4.9,4.9,6.5,2.7,1.1,5.4,6.0,17.9,.343,.500,.176,.386,1.000,.438
541,R.J. Hunter,hunterj01,2016,2019,TOT,NBA,8.8,45,1,395,6.1,16.3,2.8,5.4,3.2,10.9,1.1,1.4,0.4,5.3,5.7,2.3,2.2,0.5,1.6,4.8,16.4,.371,.523,.295,.470,.818,.486
542,Yuta Watanabe,watanyu01,2019,2020,MEM,NBA,8.8,31,0,273,4.8,14.2,3.9,10.0,0.9,4.3,1.8,3.2,1.8,6.8,8.5,2.1,1.6,0.4,1.4,3.6,12.3,.338,.393,.208,.369,.556,.392
543,Chris Clemons,clemoch01,2020,2020,HOU,NBA,8.7,29,0,251,9.4,23.3,3.3,5.9,6.1,17.4,1.1,1.3,0.6,3.7,4.3,4.1,1.1,0.9,3.1,3.7,26.1,.405,.563,.351,.536,.857,.546
544,Daryl Macon,maconda01,2019,2020,TOT,NBA,8.7,12,0,104,5.1,14.0,2.3,7.9,2.8,6.1,1.9,3.3,0.9,4.7,5.6,3.7,0.5,0.0,3.7,4.2,14.9,.367,.294,.462,.467,.571,.484
545,Caleb Swanigan,swanica01,2018,2020,TOT,NBA,8.7,75,4,655,5.2,11.8,5.0,10.6,0.1,1.3,2.0,3.3,4.4,11.7,16.1,4.1,1.0,0.8,5.4,9.4,12.5,.438,.476,.118,.444,.614,.471
546,T.J. Leaf,leaftj01,2018,2020,IND,NBA,8.6,136,2,1174,8.1,16.3,6.8,12.6,1.3,3.7,1.5,2.5,3.9,7.5,11.4,1.6,0.9,1.1,1.2,4.1,19.0,.497,.538,.356,.537,.610,.547
547,Goga Bitadze,bitadgo01,2020,2020,IND,NBA,8.4,49,2,410,7.2,15.3,6.5,11.1,0.7,4.3,2.9,3.9,2.6,8.8,11.4,2.5,0.7,3.8,3.0,6.8,18.1,.473,.591,.167,.496,.727,.530
548,Michael Frazier,frazimi01,2020,2020,HOU,NBA,8.3,8,0,66,2.8,7.7,1.4,2.1,1.4,5.6,2.8,4.2,0.7,1.4,2.1,0.7,1.4,0.0,1.4,9.2,9.9,.364,.667,.250,.455,.667,.513
549,Joe Chealey,chealjo01,2019,2020,CHO,NBA,8.2,5,0,41,1.2,12.1,1.2,7.3,0.0,4.9,2.4,2.4,0.0,0.0,0.0,2.4,4.9,0.0,2.4,3.6,4.9,.100,.167,.000,.100,1.000,.184
550,Zach Norvell,norveza01,2020,2020,TOT,NBA,8.2,5,0,41,3.5,14.0,0.0,4.7,3.5,9.3,1.2,1.2,0.0,7.0,7.0,3.5,2.3,0.0,3.5,4.7,11.7,.250,.000,.375,.375,1.000,.402
551,Johnathan Motley,motlejo01,2018,2020,TOT,NBA,8.1,46,4,373,11.7,21.2,11.5,19.9,0.3,1.3,5.7,9.8,4.6,9.8,14.3,3.4,1.4,0.7,3.9,6.6,29.4,.552,.575,.200,.558,.587,.577
552,Vince Edwards,edwarvi01,2019,2019,HOU,NBA,8.0,2,0,16,3.1,12.3,0.0,0.0,3.1,12.3,0.0,0.0,3.1,3.1,6.1,0.0,0.0,0.0,0.0,0.0,9.2,.250,,.250,.375,,.375
553,Haywood Highsmith,highsha01,2019,2019,PHI,NBA,8.0,5,0,40,4.7,11.8,3.5,5.9,1.2,5.9,0.0,2.4,0.0,5.9,5.9,2.4,1.2,0.0,1.2,1.2,10.6,.400,.600,.200,.450,.000,.414
554,Tahjere McCall,mccalta01,2019,2019,BRK,NBA,8.0,1,0,8,11.9,17.8,11.9,11.9,0.0,5.9,0.0,5.9,0.0,5.9,5.9,0.0,0.0,0.0,0.0,11.9,23.8,.667,1.000,.000,.667,.000,.581
555,Deonte Burton,burtode02,2019,2020,OKC,NBA,7.9,66,0,524,6.6,17.0,4.9,10.4,1.6,6.7,1.3,2.2,0.9,6.0,6.9,1.8,1.0,1.6,2.1,5.4,16.0,.385,.474,.247,.433,.583,.445
556,Jaylen Hoard,hoardja01,2020,2020,POR,NBA,7.9,13,0,103,6.9,14.8,6.9,13.4,0.0,1.4,3.7,6.0,6.5,8.3,14.8,1.9,2.3,0.0,1.9,5.6,17.6,.469,.517,.000,.469,.615,.504
557,Jared Terrell,terreja01,2019,2019,MIN,NBA,7.9,14,0,111,5.2,16.8,3.5,9.5,1.7,7.3,1.3,2.6,0.4,2.2,2.6,5.2,1.3,0.9,4.3,6.9,13.4,.308,.364,.235,.359,.500,.372
558,Terance Mann,mannte01,2020,2020,LAC,NBA,7.7,35,6,271,3.8,9.4,3.3,7.3,0.5,2.1,1.6,2.1,0.7,5.0,5.7,6.6,1.4,0.9,2.4,6.3,9.7,.407,.452,.250,.435,.750,.472
559,Emanuel Terry,terryem01,2019,2019,TOT,NBA,7.7,3,0,23,8.3,14.6,8.3,14.6,0.0,0.0,4.2,8.3,6.2,8.3,14.6,4.2,6.2,0.0,4.2,8.3,20.8,.571,.571,,.571,.500,.571
560,Amir Coffey,coffeam01,2020,2020,LAC,NBA,7.5,13,0,98,6.3,15.9,5.8,12.5,0.5,3.4,0.5,1.4,1.9,4.8,6.7,4.3,0.5,0.5,1.4,5.8,13.5,.394,.462,.143,.409,.333,.408
561,Ángel Delgado,delgaan01,2019,2019,LAC,NBA,7.5,2,0,15,3.1,15.7,3.1,15.7,0.0,0.0,3.1,6.3,6.3,6.3,12.6,0.0,3.1,0.0,0.0,6.3,9.4,.200,.200,,.200,.500,.255
562,Wenyen Gabriel,gabriwe01,2020,2020,TOT,NBA,7.5,28,1,210,4.6,10.5,3.2,5.9,1.4,4.6,3.2,4.6,4.1,6.4,10.5,1.8,2.3,1.4,3.7,8.0,13.7,.435,.538,.300,.500,.700,.547
563,Chris Silva,silvach01,2020,2020,MIA,NBA,7.5,41,0,307,6.9,11.0,6.9,10.7,0.0,0.3,5.4,7.8,8.6,8.8,17.4,3.3,1.4,2.9,4.9,12.7,19.1,.623,.642,.000,.623,.694,.663
564,Khyri Thomas,thomakh01,2019,2020,DET,NBA,7.5,34,0,256,5.2,16.6,2.3,7.1,2.9,9.4,1.7,2.9,1.0,3.1,4.0,2.1,1.9,1.0,1.3,6.0,15.0,.314,.324,.306,.401,.600,.421
565,Oshae Brissett,brissos01,2020,2020,TOR,NBA,7.1,19,0,135,4.6,12.7,3.5,7.4,1.1,5.3,2.8,3.5,3.2,6.0,9.2,2.5,1.4,0.4,2.5,6.4,13.1,.361,.476,.200,.403,.800,.458
566,Naz Mitrou-Long,mitrona01,2018,2020,TOT,NBA,7.1,18,0,128,4.9,13.9,3.0,5.3,1.9,8.7,0.8,0.8,0.4,4.1,4.5,8.3,0.8,0.8,3.8,4.1,12.4,.351,.571,.217,.419,1.000,.436
567,John Holland,hollajo02,2018,2019,CLE,NBA,7.0,25,0,175,4.8,16.5,1.7,6.4,3.1,10.1,2.5,3.6,1.7,5.0,6.7,1.4,2.0,0.6,2.2,2.8,15.1,.288,.261,.306,.381,.692,.417
568,Gabe Vincent,vincega01,2020,2020,MIA,NBA,7.0,6,0,42,4.7,22.1,0.0,3.5,4.7,18.6,0.0,0.0,0.0,3.5,3.5,3.5,1.2,0.0,0.0,2.3,14.0,.211,.000,.250,.316,,.316
569,Drew Eubanks,eubandr01,2019,2020,SAS,NBA,6.6,37,3,243,7.2,10.8,7.0,10.6,0.2,0.2,3.8,4.8,2.8,11.0,13.7,2.4,0.8,2.2,3.6,6.4,18.3,.667,.660,1.000,.676,.792,.713
570,Zhou Qi,qizh01,2018,2019,HOU,NBA,6.6,19,0,125,2.8,13.0,2.0,5.5,0.8,7.5,3.1,4.7,2.4,6.3,8.7,0.8,0.8,5.5,3.9,5.5,9.4,.212,.357,.105,.242,.667,.313
571,Guerschon Yabusele,yabusgu01,2018,2019,BOS,NBA,6.6,74,5,486,6.2,13.9,4.0,7.4,2.1,6.6,3.0,4.4,4.0,6.6,10.6,3.1,1.2,1.2,2.7,5.5,17.5,.442,.548,.323,.518,.682,.550
572,William Howard,howarwi01,2020,2020,HOU,NBA,6.5,2,0,13,0.0,14.3,0.0,0.0,0.0,14.3,0.0,0.0,0.0,7.1,7.1,3.6,0.0,0.0,3.6,3.6,0.0,.000,,.000,.000,,.000
573,Jalen Lecque,lecquja01,2020,2020,PHO,NBA,6.5,4,0,26,7.3,18.2,7.3,10.9,0.0,7.3,3.6,3.6,0.0,0.0,0.0,3.6,0.0,0.0,1.8,3.6,18.2,.400,.667,.000,.400,1.000,.460
574,Yante Maten,matenya01,2019,2019,MIA,NBA,6.5,2,0,13,3.8,15.0,3.8,11.3,0.0,3.8,0.0,0.0,3.8,7.5,11.3,0.0,3.8,0.0,0.0,0.0,7.5,.250,.333,.000,.250,,.250
575,Justin James,jamesju01,2020,2020,SAC,NBA,6.4,34,0,218,7.4,17.5,5.4,11.6,2.0,5.8,2.2,4.7,1.3,5.4,6.7,3.6,1.3,2.0,1.8,3.6,19.0,.423,.462,.346,.481,.476,.487
576,Malcolm Miller,millema01,2018,2020,TOR,NBA,6.4,50,5,318,4.9,11.9,1.2,2.6,3.7,9.3,1.2,2.1,0.9,4.3,5.2,1.8,0.9,0.8,1.4,4.1,14.6,.410,.471,.393,.564,.571,.570
577,Antonius Cleveland,clevean01,2018,2020,TOT,NBA,6.3,23,0,145,3.4,9.2,2.4,7.5,1.0,1.7,1.7,2.7,1.0,4.8,5.8,0.7,2.7,2.0,2.7,8.5,9.6,.370,.318,.600,.426,.625,.459
578,B.J. Johnson,johnsbj01,2019,2020,TOT,NBA,6.3,15,0,95,7.0,18.0,5.0,11.5,2.0,6.5,2.0,2.0,1.5,5.5,7.0,1.0,2.0,0.0,2.5,2.0,18.0,.389,.435,.308,.444,1.000,.477
579,Louis King,kinglo02,2020,2020,DET,NBA,6.2,10,0,62,6.3,16.7,3.2,7.9,3.2,8.7,0.0,2.4,0.8,7.1,7.9,4.0,1.6,0.0,1.6,7.9,15.9,.381,.400,.364,.476,.000,.448
580,Marcus Derrickson,derrima01,2019,2019,GSW,NBA,6.1,11,0,67,11.4,23.4,4.3,9.2,7.1,14.2,2.8,3.6,5.7,3.6,9.2,0.7,0.0,0.7,2.1,6.4,32.7,.485,.462,.500,.636,.800,.653
581,George King,kingge03,2019,2019,PHO,NBA,6.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
582,Kalin Lucas,lucaska01,2015,2019,TOT,NBA,6.0,2,0,12,0.0,8.5,0.0,4.2,0.0,4.2,8.5,8.5,0.0,12.7,12.7,4.2,4.2,0.0,0.0,8.5,8.5,.000,.000,.000,.000,1.000,.347
583,J.P. Macura,macurjp01,2019,2020,TOT,NBA,6.0,3,0,18,8.1,24.3,8.1,13.5,0.0,10.8,0.0,0.0,0.0,8.1,8.1,5.4,0.0,0.0,0.0,0.0,16.2,.333,.600,.000,.333,,.333
584,Ignas Brazdeikis,brazdig01,2020,2020,NYK,NBA,5.9,9,0,53,5.5,20.2,4.6,11.9,0.9,8.3,3.7,4.6,1.8,2.8,4.6,3.7,0.0,0.9,1.8,2.8,15.6,.273,.385,.111,.295,.800,.351
585,Dean Wade,wadede01,2020,2020,CLE,NBA,5.9,12,0,71,6.2,8.9,4.8,6.2,1.4,2.7,0.0,0.7,2.1,11.0,13.0,1.4,1.4,2.7,2.1,5.5,13.7,.692,.778,.500,.769,.000,.744
